transect,canyon,range,transect_area,elev_mean,tri_Riley,precip_1995,precip_1996,precip_1997,precip_1998,precip_1999,precip_2000,precip_2001,precip_2002,precip_2003,precip_2004,precip_2005,precip_2006,precip_2007,precip_2008,precip_2009,precip_2010,precip_2011,precip_2012,precip_2013,precip_2014,maxtemp_1995,maxtemp_1996,maxtemp_1997,maxtemp_1998,maxtemp_1999,maxtemp_2000,maxtemp_2001,maxtemp_2002,maxtemp_2003,maxtemp_2004,maxtemp_2005,maxtemp_2006,maxtemp_2007,maxtemp_2008,maxtemp_2009,maxtemp_2010,maxtemp_2011,maxtemp_2012,maxtemp_2013,maxtemp_2014,mintemp_1995,mintemp_1996,mintemp_1997,mintemp_1998,mintemp_1999,mintemp_2000,mintemp_2001,mintemp_2002,mintemp_2003,mintemp_2004,mintemp_2005,mintemp_2006,mintemp_2007,mintemp_2008,mintemp_2009,mintemp_2010,mintemp_2011,mintemp_2012,mintemp_2013,mintemp_2014,nectar_2013,nectar_2014,mud_2013,mud_2014
ST07,SouthTwin,Toiyabe,3.20179,2606,724.78,754.12,455.17,644.4,804.15,542.04,458.72,381.76,389.9,492.52,396,680.71,515.6,441.72,349.5,538.22,430.78,647.45,355.09,376.17,475.24,9.31,11.76,10.28,9.09,9.61,11.98,10.79,11.21,11.01,11.48,10.57,11.50,11.79,11.09,11.41,10.43,10.52,11.80,11.38,11.69,-1.90,-0.68,-1.17,-1.78,-1.96,-0.37,-0.98,-0.90,-0.48,0.11,-0.03,0.47,0.28,-0.74,0.12,-1.05,-0.43,0.67,0.03,0.77,,,,
ST08,SouthTwin,Toiyabe,5.45484,2710,868.53,931.41,555.75,829.06,997.73,683.25,578.61,464.33,495.04,615.18,492.25,833.63,637.03,564.13,431.29,688.84,534.92,798.57,439.44,476,583.7,8.49,10.98,9.47,8.28,8.80,11.18,10.02,10.43,10.23,10.72,9.85,10.74,11.06,10.38,10.65,9.68,9.78,11.07,10.54,10.93,-2.50,-1.38,-1.75,-2.39,-2.59,-0.91,-1.61,-1.53,-1.12,-0.36,-0.66,-0.06,-0.11,-1.22,-0.32,-1.48,-1.02,0.14,-0.54,0.24,,,,
ST09,SouthTwin,Toiyabe,3.55065,2810,617.42,931.41,555.75,829.06,997.73,683.25,578.61,464.33,495.04,615.18,492.25,833.63,637.03,564.13,431.29,688.84,534.92,798.57,439.44,476,583.7,8.49,10.98,9.47,8.28,8.80,11.18,10.02,10.43,10.23,10.72,9.85,10.74,11.06,10.38,10.65,9.68,9.78,11.07,10.54,10.93,-2.50,-1.38,-1.75,-2.39,-2.59,-0.91,-1.61,-1.53,-1.12,-0.36,-0.66,-0.06,-0.11,-1.22,-0.32,-1.48,-1.02,0.14,-0.54,0.24,,,,
SU01,Summit,Toiyabe,4.3498,2043,714.76,411.99,236.48,356.89,464.81,309.63,248.66,220.22,200.68,267.72,212.87,373.9,268.22,224.79,182.11,280.17,231.64,345.19,198.11,194.29,276.11,13.53,16.23,14.62,13.38,13.98,16.43,15.07,15.55,15.53,15.31,14.43,15.56,15.84,14.94,15.39,14.23,14.43,15.85,15.37,15.69,0.18,1.15,0.85,0.28,0.12,1.43,0.72,0.86,1.38,1.47,1.37,1.73,1.33,0.35,1.44,0.49,1.13,2.13,1.91,2.31,1,2,3,2
SU02,Summit,Toiyabe,2.42196,2133,602.95,411.99,236.48,356.89,464.81,309.63,248.66,220.22,200.68,267.72,212.87,373.9,268.22,224.79,182.11,280.17,231.64,345.19,198.11,194.29,276.11,13.53,16.23,14.62,13.38,13.98,16.43,15.07,15.55,15.53,15.31,14.43,15.56,15.84,14.94,15.39,14.23,14.43,15.85,15.37,15.69,0.18,1.15,0.85,0.28,0.12,1.43,0.72,0.86,1.38,1.47,1.37,1.73,1.33,0.35,1.44,0.49,1.13,2.13,1.91,2.31,2,2,3,2
SU03,Summit,Toiyabe,2.71634,2219,683.02,411.99,236.48,356.89,464.81,309.63,248.66,220.22,200.68,267.72,212.87,373.9,268.22,224.79,182.11,280.17,231.64,345.19,198.11,194.29,276.11,13.53,16.23,14.62,13.38,13.98,16.43,15.07,15.55,15.53,15.31,14.43,15.56,15.84,14.94,15.39,14.23,14.43,15.85,15.37,15.69,0.18,1.15,0.85,0.28,0.12,1.43,0.72,0.86,1.38,1.47,1.37,1.73,1.33,0.35,1.44,0.49,1.13,2.13,1.91,2.31,2,2,3,3
SU04,Summit,Toiyabe,4.38175,2307,690.05,411.99,236.48,356.89,464.81,309.63,248.66,220.22,200.68,267.72,212.87,373.9,268.22,224.79,182.11,280.17,231.64,345.19,198.11,194.29,276.11,13.53,16.23,14.62,13.38,13.98,16.43,15.07,15.55,15.53,15.31,14.43,15.56,15.84,14.94,15.39,14.23,14.43,15.85,15.37,15.69,0.18,1.15,0.85,0.28,0.12,1.43,0.72,0.86,1.38,1.47,1.37,1.73,1.33,0.35,1.44,0.49,1.13,2.13,1.91,2.31,2,3,2,3
SU05,Summit,Toiyabe,4.24074,2401,675.35,796.8,479.55,668.78,831.09,568.47,482.35,398.52,415.29,503.93,415.55,694.19,529.6,466.6,369.57,562.63,457.96,672.85,362.21,390.4,486.14,9.35,11.82,10.42,9.24,9.65,12.06,10.90,11.33,11.06,11.70,10.78,11.73,12.05,11.31,11.63,10.72,10.73,12.06,11.58,11.89,-1.47,-0.25,-0.83,-1.39,-1.57,0.10,-0.53,-0.44,-0.10,0.49,0.33,0.83,0.67,-0.42,0.58,-0.63,-0.03,1.02,0.30,1.08,3,3,0,2
SU06,Summit,Toiyabe,3.17293,2492,754.98,787.39,468.1,655.83,815.58,560.57,460,398.79,410.97,491.73,408.94,683.26,519.16,465.33,364.49,556,456.7,667.51,350.52,387.09,477.02,9.53,12.06,10.66,9.44,9.90,12.28,11.18,11.57,11.30,11.86,11.00,11.96,12.28,11.52,11.81,10.90,10.95,12.30,11.74,12.10,-1.15,0.03,-0.49,-1.03,-1.25,0.38,-0.21,-0.18,0.21,0.84,0.69,1.17,0.96,-0.27,0.84,-0.22,0.34,1.51,0.78,1.62,2,3,0,2
SU07,Summit,Toiyabe,0.611667,2541,356.27,787.39,468.1,655.83,815.58,560.57,460,398.79,410.97,491.73,408.94,683.26,519.16,465.33,364.49,556,456.7,667.51,350.52,387.09,477.02,9.53,12.06,10.66,9.44,9.90,12.28,11.18,11.57,11.30,11.86,11.00,11.96,12.28,11.52,11.81,10.90,10.95,12.30,11.74,12.10,-1.15,0.03,-0.49,-1.03,-1.25,0.38,-0.21,-0.18,0.21,0.84,0.69,1.17,0.96,-0.27,0.84,-0.22,0.34,1.51,0.78,1.62,2,2,1,1
SW01,Stewart,Toiyabe,9.67381,2366,779.74,467.1,264.41,426.21,536.45,354.08,299.72,240.55,229.62,317.25,240.53,413.78,298.69,256.79,206.24,325.61,257.3,387.36,223.54,221.5,313.43,12.52,15.24,13.63,12.42,12.96,15.37,13.98,14.42,14.53,14.08,13.26,14.50,14.72,13.78,14.20,13.16,13.46,14.98,14.46,14.67,-0.64,0.30,-0.08,-0.62,-0.80,0.49,-0.38,-0.04,0.77,0.58,0.43,0.68,0.12,-1.13,0.06,-0.69,-0.18,1.10,1.22,1.76,,,,
SW02,Stewart,Toiyabe,6.43168,2477,660.67,669.04,391.92,600.22,733.05,492.51,420.89,334,342.39,436.36,346.46,587.25,440.94,385.08,302.52,477.53,380,562.1,309.11,332.99,423.93,10.45,13.08,11.54,10.38,10.80,13.25,12.05,12.46,12.31,12.21,11.38,12.53,12.87,12.06,12.43,11.38,11.56,12.98,12.34,12.73,-1.41,-0.37,-0.72,-1.26,-1.49,-0.05,-0.89,-0.73,-0.05,0.28,0.20,0.54,0.23,-1.01,0.04,-0.90,-0.25,1.03,0.76,1.37,,,,
SW03,Stewart,Toiyabe,7.11503,2576,793.73,669.04,391.92,600.22,733.05,492.51,420.89,334,342.39,436.36,346.46,587.25,440.94,385.08,302.52,477.53,380,562.1,309.11,332.99,423.93,10.45,13.08,11.54,10.38,10.80,13.25,12.05,12.46,12.31,12.21,11.38,12.53,12.87,12.06,12.43,11.38,11.56,12.98,12.34,12.73,-1.41,-0.37,-0.72,-1.26,-1.49,-0.05,-0.89,-0.73,-0.05,0.28,0.20,0.54,0.23,-1.01,0.04,-0.90,-0.25,1.03,0.76,1.37,,,,
SW04,Stewart,Toiyabe,3.24532,2678,714.71,669.04,391.92,600.22,733.05,492.51,420.89,334,342.39,436.36,346.46,587.25,440.94,385.08,302.52,477.53,380,562.1,309.11,332.99,423.93,10.45,13.08,11.54,10.38,10.80,13.25,12.05,12.46,12.31,12.21,11.38,12.53,12.87,12.06,12.43,11.38,11.56,12.98,12.34,12.73,-1.41,-0.37,-0.72,-1.26,-1.49,-0.05,-0.89,-0.73,-0.05,0.28,0.20,0.54,0.23,-1.01,0.04,-0.90,-0.25,1.03,0.76,1.37,,,,
SW05,Stewart,Toiyabe,4.10199,2804,879.25,948.44,568.2,834.9,997.72,688.35,589.04,469.9,499.61,624.59,498.34,838.96,639.81,569.23,437.64,700.01,542.04,807.97,446.02,475.99,584.2,7.91,10.46,9.03,7.86,8.23,10.68,9.55,9.94,9.68,10.06,9.35,10.36,10.68,9.92,10.21,9.27,9.35,10.78,10.16,10.52,-2.74,-1.56,-2.00,-2.63,-2.77,-1.24,-1.98,-1.69,-1.28,-0.88,-1.02,-0.49,-0.57,-1.76,-0.93,-1.95,-1.40,-0.21,-0.90,-0.07,,,,
SW06,Stewart,Toiyabe,3.46196,2893,761.58,948.44,568.2,834.9,997.72,688.35,589.04,469.9,499.61,624.59,498.34,838.96,639.81,569.23,437.64,700.01,542.04,807.97,446.02,475.99,584.2,7.91,10.46,9.03,7.86,8.23,10.68,9.55,9.94,9.68,10.06,9.35,10.36,10.68,9.92,10.21,9.27,9.35,10.78,10.16,10.52,-2.74,-1.56,-2.00,-2.63,-2.77,-1.24,-1.98,-1.69,-1.28,-0.88,-1.02,-0.49,-0.57,-1.76,-0.93,-1.95,-1.40,-0.21,-0.90,-0.07,,,,
SW07,Stewart,Toiyabe,1.76503,2996,844.35,948.44,568.2,834.9,997.72,688.35,589.04,469.9,499.61,624.59,498.34,838.96,639.81,569.23,437.64,700.01,542.04,807.97,446.02,475.99,584.2,7.91,10.46,9.03,7.86,8.23,10.68,9.55,9.94,9.68,10.06,9.35,10.36,10.68,9.92,10.21,9.27,9.35,10.78,10.16,10.52,-2.74,-1.56,-2.00,-2.63,-2.77,-1.24,-1.98,-1.69,-1.28,-0.88,-1.02,-0.49,-0.57,-1.76,-0.93,-1.95,-1.40,-0.21,-0.90,-0.07,,,,
SW08,Stewart,Toiyabe,1.60478,3105,854.78,948.44,568.2,834.9,997.72,688.35,589.04,469.9,499.61,624.59,498.34,838.96,639.81,569.23,437.64,700.01,542.04,807.97,446.02,475.99,584.2,7.91,10.46,9.03,7.86,8.23,10.68,9.55,9.94,9.68,10.06,9.35,10.36,10.68,9.92,10.21,9.27,9.35,10.78,10.16,10.52,-2.74,-1.56,-2.00,-2.63,-2.77,-1.24,-1.98,-1.69,-1.28,-0.88,-1.02,-0.49,-0.57,-1.76,-0.93,-1.95,-1.40,-0.21,-0.90,-0.07,,,,
SW09,Stewart,Toiyabe,3.60811,3212,968.15,931.41,555.75,829.06,997.73,683.25,578.61,464.33,495.04,615.18,492.25,833.63,637.03,564.13,431.29,688.84,534.92,798.57,439.44,476,583.7,8.49,10.98,9.47,8.28,8.80,11.18,10.02,10.43,10.23,10.72,9.85,10.74,11.06,10.38,10.65,9.68,9.78,11.07,10.54,10.93,-2.50,-1.38,-1.75,-2.39,-2.59,-0.91,-1.61,-1.53,-1.12,-0.36,-0.66,-0.06,-0.11,-1.22,-0.32,-1.48,-1.02,0.14,-0.54,0.24,,,,
UN01,Underdown,Shoshone,7.86357,2041,616.52,344.68,196.58,289.3,387.6,251.46,202.43,185.66,172.97,245.88,174.24,296.16,223.27,180.59,156.21,234.72,190.76,290.32,150.13,137.93,236.74,14.43,17.13,15.55,14.39,14.89,17.43,15.94,16.38,16.47,16.08,15.02,16.48,16.66,15.50,16.13,15.04,15.32,16.98,16.26,16.63,-1.38,-0.95,-0.91,-1.48,-1.73,-0.93,-1.29,-1.07,-0.34,-0.65,-0.58,-0.38,-1.44,-2.54,-1.23,-1.86,-1.02,-0.18,0.16,0.45,1,1,0,1
UN02,Underdown,Shoshone,7.94871,2147,683.10,541.78,319.02,441.95,577.09,378.7,311.67,281.43,280.16,361.7,276.1,460.23,349.74,306.07,248.15,378.71,307.6,463.04,232.91,248.68,345.46,11.99,14.54,13.08,11.88,12.34,14.73,13.65,13.96,13.91,13.77,13.02,14.19,14.38,13.44,13.82,12.73,12.98,14.48,13.78,14.26,-0.13,0.73,0.53,0.05,-0.13,1.22,0.60,0.74,1.35,1.28,1.09,1.65,1.29,0.11,1.35,0.34,0.92,2.50,2.08,2.70,2,1,0,0
UN03,Underdown,Shoshone,9.61117,2256,751.25,541.78,319.02,441.95,577.09,378.7,311.67,281.43,280.16,361.7,276.1,460.23,349.74,306.07,248.15,378.71,307.6,463.04,232.91,248.68,345.46,11.99,14.54,13.08,11.88,12.34,14.73,13.65,13.96,13.91,13.77,13.02,14.19,14.38,13.44,13.82,12.73,12.98,14.48,13.78,14.26,-0.13,0.73,0.53,0.05,-0.13,1.22,0.60,0.74,1.35,1.28,1.09,1.65,1.29,0.11,1.35,0.34,0.92,2.50,2.08,2.70,2,1,0,0
UN04,Underdown,Shoshone,4.77628,2350,565.21,541.78,319.02,441.95,577.09,378.7,311.67,281.43,280.16,361.7,276.1,460.23,349.74,306.07,248.15,378.71,307.6,463.04,232.91,248.68,345.46,11.99,14.54,13.08,11.88,12.34,14.73,13.65,13.96,13.91,13.77,13.02,14.19,14.38,13.44,13.82,12.73,12.98,14.48,13.78,14.26,-0.13,0.73,0.53,0.05,-0.13,1.22,0.60,0.74,1.35,1.28,1.09,1.65,1.29,0.11,1.35,0.34,0.92,2.50,2.08,2.70,3,2,3,2
UN05,Underdown,Shoshone,6.95348,2444,864.43,755.41,455.43,605.79,774.69,527.81,429.77,383.77,394.7,494.79,388.63,641.84,488.18,447.81,354.84,543.55,448.31,658.64,324.1,373.12,455.18,9.78,12.23,10.80,9.71,10.04,12.47,11.46,11.74,11.53,11.98,11.19,12.28,12.50,11.68,11.96,11.04,11.13,12.64,11.86,12.37,-0.65,0.47,0.07,-0.46,-0.59,0.86,0.35,0.46,0.83,1.04,0.95,1.56,1.38,0.22,1.42,0.16,0.72,2.08,1.24,2.13,2,2,0,0
UN06,Underdown,Shoshone,4.21924,2585,775.61,755.41,455.43,605.79,774.69,527.81,429.77,383.77,394.7,494.79,388.63,641.84,488.18,447.81,354.84,543.55,448.31,658.64,324.1,373.12,455.18,9.78,12.23,10.80,9.71,10.04,12.47,11.46,11.74,11.53,11.98,11.19,12.28,12.50,11.68,11.96,11.04,11.13,12.64,11.86,12.37,-0.65,0.47,0.07,-0.46,-0.59,0.86,0.35,0.46,0.83,1.04,0.95,1.56,1.38,0.22,1.42,0.16,0.72,2.08,1.24,2.13,2,2,0,0
UN07,Underdown,Shoshone,1.42015,2679,626.40,755.41,455.43,605.79,774.69,527.81,429.77,383.77,394.7,494.79,388.63,641.84,488.18,447.81,354.84,543.55,448.31,658.64,324.1,373.12,455.18,9.78,12.23,10.80,9.71,10.04,12.47,11.46,11.74,11.53,11.98,11.19,12.28,12.50,11.68,11.96,11.04,11.13,12.64,11.86,12.37,-0.65,0.47,0.07,-0.46,-0.59,0.86,0.35,0.46,0.83,1.04,0.95,1.56,1.38,0.22,1.42,0.16,0.72,2.08,1.24,2.13,2,2,0,0
VA01,Vales,Shoshone,10.3202,2216,703.75,522.22,313.69,453.14,575.82,382.27,332.23,271.01,260.61,353.82,272.02,463.28,342.91,292.11,238.51,370.59,295.38,450.09,240.04,249.7,341.89,11.67,14.42,12.81,11.57,12.13,14.59,13.29,13.76,13.68,13.48,12.63,13.93,14.15,13.28,13.72,12.64,12.79,14.32,13.73,14.05,-0.58,0.43,0.06,-0.52,-0.64,0.61,-0.09,0.23,0.89,0.81,0.80,1.03,0.43,-0.70,0.49,-0.36,0.38,1.44,1.32,1.94,1,1,0,0
VA02,Vales,Shoshone,4.12934,2295,571.68,522.22,313.69,453.14,575.82,382.27,332.23,271.01,260.61,353.82,272.02,463.28,342.91,292.11,238.51,370.59,295.38,450.09,240.04,249.7,341.89,11.67,14.42,12.81,11.57,12.13,14.59,13.29,13.76,13.68,13.48,12.63,13.93,14.15,13.28,13.72,12.64,12.79,14.32,13.73,14.05,-0.58,0.43,0.06,-0.52,-0.64,0.61,-0.09,0.23,0.89,0.81,0.80,1.03,0.43,-0.70,0.49,-0.36,0.38,1.44,1.32,1.94,1,1,2,1
WA01,Wall,Toiyabe,6.43696,1961,584.51,448.07,253.74,377.2,477.27,319.53,261.62,233.94,195.32,294.37,222.23,422.65,289.06,239.78,186.7,298.97,247.92,374.67,227.09,212.82,296.4,13.10,15.93,14.23,12.80,13.60,16.09,14.65,15.21,15.16,14.91,13.89,15.05,15.36,14.70,15.12,13.80,13.93,15.35,14.99,15.24,0.34,1.45,1.26,0.60,0.33,1.63,0.68,1.06,1.77,1.67,1.53,1.70,1.85,0.88,1.53,0.52,1.17,2.25,2.10,2.64,2,2,1,1
WA02,Wall,Toiyabe,9.82368,2056,681.74,466.34,267.97,395.46,496.56,338.07,273.03,242.82,207.77,305.57,233.43,442.72,307.36,251.47,198.89,316.49,257.57,389.88,236.21,225.3,310.39,13.31,16.07,14.40,13.04,13.76,16.23,14.77,15.29,15.33,14.98,14.03,15.11,15.44,14.75,15.18,13.91,14.02,15.46,15.13,15.38,-0.01,1.17,0.80,0.34,0.11,1.46,0.48,0.80,1.39,1.43,1.33,1.58,1.65,0.68,1.38,0.38,0.89,2.02,1.87,2.43,1,1,0,0
WA03,Wall,Toiyabe,8.29264,2157,679.80,466.34,267.97,395.46,496.56,338.07,273.03,242.82,207.77,305.57,233.43,442.72,307.36,251.47,198.89,316.49,257.57,389.88,236.21,225.3,310.39,13.31,16.07,14.40,13.04,13.76,16.23,14.77,15.29,15.33,14.98,14.03,15.11,15.44,14.75,15.18,13.91,14.02,15.46,15.13,15.38,-0.01,1.17,0.80,0.34,0.11,1.46,0.48,0.80,1.39,1.43,1.33,1.58,1.65,0.68,1.38,0.38,0.89,2.02,1.87,2.43,1,1,0,0
WA04,Wall,Toiyabe,7.90392,2251,697.91,609.83,355.33,518.65,638.57,432.28,362.2,307.32,288.03,399.55,308.61,561.32,407.41,339.08,267.71,423.41,338.84,518.66,296.17,294.64,388.11,11.85,14.67,13.03,11.58,12.37,14.88,13.53,13.97,13.89,13.67,12.71,13.86,14.23,13.58,13.98,12.72,12.72,14.17,13.80,14.07,-0.63,0.70,0.25,-0.33,-0.43,0.88,-0.23,0.38,1.04,0.84,0.67,0.83,1.13,0.09,0.64,-0.27,0.34,1.57,1.29,1.97,2,2,0,0
WA05,Wall,Toiyabe,4.75473,2347,699.89,609.83,355.33,518.65,638.57,432.28,362.2,307.32,288.03,399.55,308.61,561.32,407.41,339.08,267.71,423.41,338.84,518.66,296.17,294.64,388.11,11.85,14.67,13.03,11.58,12.37,14.88,13.53,13.97,13.89,13.67,12.71,13.86,14.23,13.58,13.98,12.72,12.72,14.17,13.80,14.07,-0.63,0.70,0.25,-0.33,-0.43,0.88,-0.23,0.38,1.04,0.84,0.67,0.83,1.13,0.09,0.64,-0.27,0.34,1.57,1.29,1.97,,,,
WA06,Wall,Toiyabe,2.80293,2439,706.53,609.83,355.33,518.65,638.57,432.28,362.2,307.32,288.03,399.55,308.61,561.32,407.41,339.08,267.71,423.41,338.84,518.66,296.17,294.64,388.11,11.85,14.67,13.03,11.58,12.37,14.88,13.53,13.97,13.89,13.67,12.71,13.86,14.23,13.58,13.98,12.72,12.72,14.17,13.80,14.07,-0.63,0.70,0.25,-0.33,-0.43,0.88,-0.23,0.38,1.04,0.84,0.67,0.83,1.13,0.09,0.64,-0.27,0.34,1.57,1.29,1.97,,,,
WE01,WarEagle,Shoshone,6.20395,2133,673.56,393.19,223.53,324.86,434.33,288.03,230.64,205.24,188.22,273.8,198.38,343.16,245.87,210.82,173.73,262.38,216.9,332.75,181.1,171.44,262.62,13.73,16.53,14.98,13.80,14.39,16.83,15.35,15.78,15.93,15.54,14.56,15.98,16.04,14.98,15.55,14.50,14.78,16.41,15.83,16.18,-0.34,0.47,0.19,-0.39,-0.57,0.48,-0.08,0.17,0.92,0.67,0.61,0.83,-0.07,-1.09,0.26,-0.69,0.12,0.97,1.11,1.63,,,,
WE02,WarEagle,Shoshone,5.76156,2246,765.70,393.19,223.53,324.86,434.33,288.03,230.64,205.24,188.22,273.8,198.38,343.16,245.87,210.82,173.73,262.38,216.9,332.75,181.1,171.44,262.62,13.73,16.53,14.98,13.80,14.39,16.83,15.35,15.78,15.93,15.54,14.56,15.98,16.04,14.98,15.55,14.50,14.78,16.41,15.83,16.18,-0.34,0.47,0.19,-0.39,-0.57,0.48,-0.08,0.17,0.92,0.67,0.61,0.83,-0.07,-1.09,0.26,-0.69,0.12,0.97,1.11,1.63,,,,
WE03,WarEagle,Shoshone,2.98414,2368,701.81,591.05,355.1,483.87,629.42,427.48,345.7,300.48,295.39,397.76,301.49,515.11,376.42,338.59,270.5,416.31,341.62,513.58,264.42,282.71,368.04,11.00,13.65,12.16,11.04,11.53,13.93,12.71,13.03,12.98,13.03,12.29,13.48,13.63,12.72,13.12,12.09,12.33,13.76,13.13,13.58,-0.18,0.78,0.47,-0.13,-0.16,0.95,0.41,0.74,1.23,1.24,1.10,1.73,1.10,-0.06,1.24,0.18,0.88,2.09,1.63,2.36,,,,
WE04,WarEagle,Shoshone,3.22958,2476,767.26,591.05,355.1,483.87,629.42,427.48,345.7,300.48,295.39,397.76,301.49,515.11,376.42,338.59,270.5,416.31,341.62,513.58,264.42,282.71,368.04,11.00,13.65,12.16,11.04,11.53,13.93,12.71,13.03,12.98,13.03,12.29,13.48,13.63,12.72,13.12,12.09,12.33,13.76,13.13,13.58,-0.18,0.78,0.47,-0.13,-0.16,0.95,0.41,0.74,1.23,1.24,1.10,1.73,1.10,-0.06,1.24,0.18,0.88,2.09,1.63,2.36,,,,
WE05,WarEagle,Shoshone,3.12809,2575,687.80,591.05,355.1,483.87,629.42,427.48,345.7,300.48,295.39,397.76,301.49,515.11,376.42,338.59,270.5,416.31,341.62,513.58,264.42,282.71,368.04,11.00,13.65,12.16,11.04,11.53,13.93,12.71,13.03,12.98,13.03,12.29,13.48,13.63,12.72,13.12,12.09,12.33,13.76,13.13,13.58,-0.18,0.78,0.47,-0.13,-0.16,0.95,0.41,0.74,1.23,1.24,1.10,1.73,1.10,-0.06,1.24,0.18,0.88,2.09,1.63,2.36,,,,
WE06,WarEagle,Shoshone,8.60677,2680,893.08,591.05,355.1,483.87,629.42,427.48,345.7,300.48,295.39,397.76,301.49,515.11,376.42,338.59,270.5,416.31,341.62,513.58,264.42,282.71,368.04,11.00,13.65,12.16,11.04,11.53,13.93,12.71,13.03,12.98,13.03,12.29,13.48,13.63,12.72,13.12,12.09,12.33,13.76,13.13,13.58,-0.18,0.78,0.47,-0.13,-0.16,0.95,0.41,0.74,1.23,1.24,1.10,1.73,1.10,-0.06,1.24,0.18,0.88,2.09,1.63,2.36,,,,
WE07,WarEagle,Shoshone,3.41877,2799,766.74,591.05,355.1,483.87,629.42,427.48,345.7,300.48,295.39,397.76,301.49,515.11,376.42,338.59,270.5,416.31,341.62,513.58,264.42,282.71,368.04,11.00,13.65,12.16,11.04,11.53,13.93,12.71,13.03,12.98,13.03,12.29,13.48,13.63,12.72,13.12,12.09,12.33,13.76,13.13,13.58,-0.18,0.78,0.47,-0.13,-0.16,0.95,0.41,0.74,1.23,1.24,1.10,1.73,1.10,-0.06,1.24,0.18,0.88,2.09,1.63,2.36,,,,
WI01,Willow,Shoshone,3.9266,2306,706.37,892.04,515.12,672.83,922.03,620.02,479.81,461.01,486.15,530.36,462.8,702.56,593.83,540.01,414.53,582.16,490.74,739.91,353.31,417.57,514.62,9.35,11.79,10.43,9.34,9.91,12.22,11.13,11.48,11.13,11.68,10.93,11.97,12.20,11.41,11.89,10.98,10.96,12.26,11.57,11.94,-0.42,0.88,0.22,-0.33,-0.45,1.13,0.53,0.66,0.92,1.42,1.28,1.87,1.64,0.59,1.62,0.43,0.94,1.98,1.23,2.13,,,,
WI02,Willow,Shoshone,3.19873,2418,771.01,892.04,515.12,672.83,922.03,620.02,479.81,461.01,486.15,530.36,462.8,702.56,593.83,540.01,414.53,582.16,490.74,739.91,353.31,417.57,514.62,9.35,11.79,10.43,9.34,9.91,12.22,11.13,11.48,11.13,11.68,10.93,11.97,12.20,11.41,11.89,10.98,10.96,12.26,11.57,11.94,-0.42,0.88,0.22,-0.33,-0.45,1.13,0.53,0.66,0.92,1.42,1.28,1.87,1.64,0.59,1.62,0.43,0.94,1.98,1.23,2.13,,,,
WS01,Washington,Toiyabe,12.015,2187,774.90,584.96,326.4,453.88,631.44,404.62,320.79,296.68,305.55,361.69,286.27,471.93,378.46,337.83,263.66,363.47,315.47,480.07,220.98,248.16,363.47,11.57,14.04,12.58,11.52,11.95,14.38,13.25,13.61,13.48,13.47,12.78,13.93,14.14,13.28,13.68,12.58,12.78,14.15,13.48,13.88,0.78,1.88,1.41,0.93,0.83,2.25,1.49,1.63,2.11,2.24,2.14,2.54,2.15,1.03,2.26,1.23,1.75,2.95,2.45,3.06,2,3,0,1
WS02,Washington,Toiyabe,4.49813,2281,544.84,584.96,326.4,453.88,631.44,404.62,320.79,296.68,305.55,361.69,286.27,471.93,378.46,337.83,263.66,363.47,315.47,480.07,220.98,248.16,363.47,11.57,14.04,12.58,11.52,11.95,14.38,13.25,13.61,13.48,13.47,12.78,13.93,14.14,13.28,13.68,12.58,12.78,14.15,13.48,13.88,0.78,1.88,1.41,0.93,0.83,2.25,1.49,1.63,2.11,2.24,2.14,2.54,2.15,1.03,2.26,1.23,1.75,2.95,2.45,3.06,2,3,2,3
WS03,Washington,Toiyabe,8.08087,2358,812.30,584.96,326.4,453.88,631.44,404.62,320.79,296.68,305.55,361.69,286.27,471.93,378.46,337.83,263.66,363.47,315.47,480.07,220.98,248.16,363.47,11.57,14.04,12.58,11.52,11.95,14.38,13.25,13.61,13.48,13.47,12.78,13.93,14.14,13.28,13.68,12.58,12.78,14.15,13.48,13.88,0.78,1.88,1.41,0.93,0.83,2.25,1.49,1.63,2.11,2.24,2.14,2.54,2.15,1.03,2.26,1.23,1.75,2.95,2.45,3.06,3,3,3,3
WS04,Washington,Toiyabe,5.64733,2456,719.26,892.04,515.12,672.83,922.03,620.02,479.81,461.01,486.15,530.36,462.8,702.56,593.83,540.01,414.53,582.16,490.74,739.91,353.31,417.57,514.62,9.35,11.79,10.43,9.34,9.91,12.22,11.13,11.48,11.13,11.68,10.93,11.97,12.20,11.41,11.89,10.98,10.96,12.26,11.57,11.94,-0.42,0.88,0.22,-0.33,-0.45,1.13,0.53,0.66,0.92,1.42,1.28,1.87,1.64,0.59,1.62,0.43,0.94,1.98,1.23,2.13,3,3,3,2
WS05,Washington,Toiyabe,5.06003,2545,720.68,892.04,515.12,672.83,922.03,620.02,479.81,461.01,486.15,530.36,462.8,702.56,593.83,540.01,414.53,582.16,490.74,739.91,353.31,417.57,514.62,9.35,11.79,10.43,9.34,9.91,12.22,11.13,11.48,11.13,11.68,10.93,11.97,12.20,11.41,11.89,10.98,10.96,12.26,11.57,11.94,-0.42,0.88,0.22,-0.33,-0.45,1.13,0.53,0.66,0.92,1.42,1.28,1.87,1.64,0.59,1.62,0.43,0.94,1.98,1.23,2.13,2,3,2,2
